conta;valor;descricao
55;717,87;SHicini
46;606,07;Jomupyjinumo
44;542,51;Lelidae
25;764,96;ZHivaehu
25;669,92;Baeshyfyryzhyso
54;639,97;Kobeqoqyroxasa
26;275,73;Caeseqoraepe
9;267,44;SHobokogaru
70;846,38;Jylozhisaqydy
77;106,30;Porozhy
81;966,12;Govuwyna
39;495,95;SHaecilamaelexifo
14;869,50;Hywulatae
48;817,74;Tavejufowy
10;877,37;Faemusu
73;408,12;Wawaehy
44;854,46;Lododicataefa
72;515,63;Maxaenela
77;477,49;Pisabedulaehi
36;383,62;Tanydotywibi
34;269,00;Qaeshaebuzhyhosa
47;955,96;Qitarikoqae
94;190,10;Naevefaelae
7;452,27;Lucymaejyvae
57;440,32;Dupirynae
54;39,86;Warepi
89;648,82;Bonaepyxozhaxe
68;637,71;Gefanajabepe
43;598,76;Taelini
7;856,61;Hyzhaemycaeshavi
54;547,64;Nulaerikywi
2;802,12;Sysurinemanuqy
14;562,26;SHuzhofaejae
80;54,40;Vaepalukae
13;45,35;Lyzhapydaejigepe
12;452,88;Remufaelykaxa
35;788,21;Xynuqeshevaevu
35;658,36;Gaeluca
49;721,04;Qushafu
11;689,96;Juwicae
38;37,05;Focyri
38;8,73;Laeryjinaefe
76;600,81;Wopobae
65;624,28;Dukamukusamyzhy
22;552,41;Rilozhexypi
26;817,56;Reruvodaezhu
60;579,30;Gejaepa
28;217,41;Katoshoqatorae
9;710,56;Haebifemapahae
61;545,88;Lelogito
4;656,14;Wulyvaekaromuzho
31;125,44;SHuxoqejinyja
50;208,88;Fozhuxaratela
95;988,06;Daebizhaegaehaevuxe
6;772,18;SHovunae
9;419,41;Cyrejoribugi
56;236,30;Viqaese
46;362,46;Rolaha
90;901,30;Kabagi
61;147,48;ZHaqyjeba
27;43,36;Liqijo
1;732,93;Dimuraemubilyri
4;70,19;Jubowofaluwyty
18;884,23;Jihibelejolo
86;271,14;Cojilaebixafa
54;634,73;Rifesaefojafe
34;755,29;Xaerydase
68;844,32;Baevaeliraewae
48;750,40;Mikuvamiqaeva
66;79,52;Xitynaeshushame
89;566,14;Jizhymewae
7;795,53;Fopiwekovatu
66;323,95;SHapetijae
37;679,32;Kaecaecyfashuqe
36;793,67;SHydyby
26;911,26;Laekiwaewi
19;467,26;Nahiwi
52;5,92;Vyshafuxo
31;155,50;Losaebejukury
38;302,53;Dizhibafa
51;636,31;Qaehevemaladezhu
92;776,81;Kivymosoga
29;50,33;Ledovaedevapyvo
49;548,18;Wusazhiba
42;661,12;Vobave
5;582,11;Bihuxi
74;605,68;SHocygudofo
40;593,55;Kyshoqukuti
65;105,16;Rekidiqishi
60;714,55;Xisojy
74;246,55;Locaesaravaexoty
44;957,77;Qaezhatixo
74;66,16;Lyzhogaxo
69;461,75;Fyjycibokaeqaesu
41;653,86;Xolityraewyfu
48;79,28;Caekaejaedome
67;975,11;Heqaewaeceqa
95;707,53;Gahogaejuvifydu
74;984,86;Difegygesoro
97;622,35;Xuwuxotaxu
34;117,36;Wavygaeqaefenejy
9;390,78;Kezhyveqa
59;316,38;Ligycynaqejuhy
52;480,53;Mileri
11;838,59;Riponaje
41;369,04;Vomegugushabowy
58;949,46;Lupiceqysu
47;213,03;Gaehaeshae
43;395,62;SHutubogaebaby
24;80,35;Fejulyja
92;647,41;Lowaebomeshabu
18;924,72;Gudyjozhelovyfy
9;618,77;Wyricire
71;294,02;Sujyzhiqae
93;23,02;Hamideshobaelaelae
84;892,12;Waemaepylawi
82;13,22;Damowalaege
84;831,23;Laevijopezhunae
76;656,12;Hixagydy
8;564,70;Tehegicugamaly
82;824,01;Gumaewalaebuhoja
13;100,10;Taebidylyshaefetu
39;248,94;Ryfaegevo
31;194,60;Dugolefa
11;447,86;Vydiwuminaetae
37;446,07;Tiwamemiwokae
6;703,88;Helelusaesho
92;670,53;Begibyhuconaejo
19;182,87;Qudaenihaelae
13;141,81;Negokogae
8;718,12;Maebowuguvefaemo
43;750,18;Cazhuqi
5;777,39;Lomyhaefaeguve
47;547,20;Cydilezhu
4;74,37;Cenevuvi
46;828,00;Ryxulyhaxaeniqae
8;950,80;Tokovu
66;912,72;Wijigaby
82;569,75;Lugimijo
9;830,05;Vobomuzhilu
55;134,58;Nolykalu
12;516,97;Naebokyhaezholi
29;699,97;ZHajaesyshisagatae
9;494,32;Vevolaefilaeryri
47;868,49;Helexora
36;381,64;Gyraewyrelihima
41;729,11;Nenyqae
20;76,57;Kaefaepu
20;813,33;Cesolikebuqisha
56;2,31;Lofawi
52;586,11;Nagyxunapucy
98;865,49;Tarukyveqe
42;864,56;Vifeqavavarytu
29;663,85;SHojesaxecufyfae
21;353,58;Lulekyroraedae
37;983,63;SHaegushaenyxenyho
61;508,96;Hyloxo
26;602,71;ZHegogese
57;287,45;Faexaefoly
60;621,28;Galocikuqeresha
81;178,29;Bafelire
99;750,19;Jomevycajabipy
40;815,38;Naezhawyqa
65;429,91;Gifeqegashamyha
97;611,47;Raemashe
76;680,44;Rimavijovaba
41;707,34;Firosashysomydae
6;86,02;Sewaevasi
90;244,82;ZHyraba
30;669,77;Haehumyqe
79;510,33;Tufojedinevu
75;641,86;Hyshysato
92;806,82;Bociqa
65;230,33;Lyxydu
61;946,59;Xyzhowosaexejoli
27;173,13;Daenobaehyme
48;622,85;Liqaecyge
68;273,36;Bylynaedylae
65;892,52;Kykijazhubexu
13;86,76;Taelafypymuqa
28;803,39;Voloka
49;755,34;Gylyjaemi
55;129,12;Dyshiraebae
62;798,79;Pazhuxyvaqexi
82;91,27;Cujevaqido
49;949,52;Rafilapo
96;283,68;Wehydaere
16;463,47;Jolimesu
39;468,05;Molaecalepudovu
61;925,01;Laewuxuhyca
44;33,54;Koqaeji
83;874,37;Saeshasejycymaepy
23;720,69;Jazhyvushijolu
13;164,98;Gorofugilolise
72;452,62;Tutudujushokyla
11;589,05;Leshumahefoweke
65;592,19;Fexazhoryhyjusi
29;313,54;Venomyzhakidaga
99;898,48;Jurapilu
81;480,23;Caexixaeraedivele
44;538,15;Baeqecinykufadi
18;580,93;ZHaetifojyly
19;639,76;Wocita
86;31,59;Futijaejaezhyly
19;32,45;Latodabe
22;229,15;Hakozhae
83;994,29;Jaevotu
58;554,45;Fibemishocapa
5;609,08;Lishodegovu
14;405,34;Kinypaefyvowafe
80;236,70;Bokojaesy
32;209,62;Maejonaeqaedyzheky
61;167,32;Cicaemyxaqopae
86;646,49;Xedeju
14;600,57;Kaecagu
3;36,47;Jeniro
21;873,55;Tygyshaewenae
28;821,52;Sevola
34;53,18;Lusaezhaevaerafi
90;672,58;Rudaecaeqomaxami
5;237,26;Behilifacinufa
16;329,60;Luraeculaelipohe
95;997,57;Nomipisutu
44;565,11;Hecijymegaeshuqy
29;957,05;Lilosovakije
90;181,11;SHamorusaxozhyvi
96;481,34;Liquwutushy
12;637,47;Sanoqaelefaezho
49;24,59;Waenicugusaehe
24;668,92;Hypepowifyryshi
51;547,88;Kishidytaeduba
19;650,10;Nazhoga
44;595,97;SHyjyzhulujo
53;580,71;Xykowy
54;607,41;Vuceshulakypocy
17;238,98;Coqepeshiwy
89;948,93;Suwashelucyjupe
37;685,02;ZHaetuzhae
40;424,01;Fosaxejijuno
26;291,87;Nuhutoduxiqaebu
62;704,86;Rybulerenulydo
1;351,89;Viqilo
30;334,33;Kylociqimaedixa
97;651,33;Nifaely
57;777,85;Boguka
5;622,28;Lizhaegaepaelydi
8;777,98;ZHawafe
94;825,42;Pitaerazhabu
34;71,24;Dasebae
66;184,04;Jyqyraepe
68;671,50;Telidushaenudyzhae
70;108,77;Levetuxehane
14;916,34;Vilyfudyqilaetu
39;565,82;Mepaezhezhuqaele
86;586,13;ZHeshaewojytiqi
23;601,08;Kifaejysilafo
11;867,51;Taebuvelila
64;356,11;Tohokijegufasho
57;530,20;Welaesy
96;203,80;Laetysede
33;577,08;Nivesaka
91;200,38;Vofaeqinilujoki
6;588,52;SHekyjyshiweru
31;678,59;Wyjysipy
61;282,71;Wicejizherizha
43;275,79;Tolaemi
80;12,53;SHaerabixewipy
52;383,09;Haerezhi
30;877,55;Laceku
28;977,50;Sefaexito
91;95,27;Lulaevedo
88;786,05;Totelymaefibaegi
54;296,80;Xolaefae
46;232,63;Suhaluladute
68;500,89;Budaepoxorixotae
15;152,53;Lexaeduxaeli
31;335,52;Wukimesipediba
78;206,73;Waeduwaefoduwishe
55;241,83;Famaeduzhijexi
90;779,19;Fypuheje
29;364,82;Kiwike
86;330,85;Jokibaedyhaeleci
34;243,18;ZHovaegaejubeqo
38;767,57;Piwaeba
96;179,36;Baekehuwisupotu
62;275,20;Tekatirupe
31;743,76;Xoshaeloketae
66;688,64;ZHyshyqesoja
83;476,20;Rilaesyvyqe
48;110,78;Vilomyhaehagae
27;908,10;Caponykowy
7;696,58;Nazhybaezhalusa
32;669,35;Lifeloledusuqo
87;292,70;Rujukusoli
84;609,31;Rikaefelae
49;75,86;Lelipaeficegonu
3;633,54;Dyshaehoshy
94;543,55;Wididukapuposo
2;863,99;Locaewae
1;896,52;Lasagi
88;833,02;Winakaeti
94;192,62;Faehunumavi
92;228,49;Qedaewulaezhyvo
81;642,18;Doguduzhaeha
33;762,41;Pyhaemalashuzhi
81;472,72;Qewyshobi
93;28,75;ZHorybaeve
78;312,55;Fowylutaqa
64;691,28;Gogaetaesy
74;524,02;Gitoxycibilu
57;894,63;Dulaewujukanu
84;884,45;Jawuwumepamaki
74;287,44;Riqoty
91;978,91;Fuzhylaegaetigaece
26;813,83;Cufotedelaemishu
52;426,49;Rilihafuvaegyhy
45;619,76;Gaenirefeku
55;273,80;Kufaqocubizhi
50;596,00;Quviwifery
34;793,42;Ceshaboluhi
76;813,16;Xyjytuvyvuny
95;334,77;Catykodutibae
98;196,15;Konevi
11;848,75;Xonaekynyjaequ
76;473,81;Xecaesolorodupe
10;491,43;Jopasexalygo
64;631,05;Docarupuzhae
50;894,68;SHamygaelohae
88;257,51;ZHylocejae
26;68,50;Lulasaluzhomepy
97;963,22;Fulaejany
71;716,11;Catinunoherubae
65;800,58;Xeqaegae
54;823,66;Gaqyzhibovanaecu
45;567,62;Xiverytymanuwe
27;327,56;ZHowaecywojoshe
55;577,48;Ratafetu
23;613,55;Raexakeshixugeno
85;191,80;Tujaequ
25;821,41;Taepavalaepishake
49;894,33;Jolywa
95;361,51;Lolesogu
40;807,01;Dusaejacytu
60;130,20;Hudawalae
31;816,04;Tekaeha
55;235,31;Sumigujyhy
93;969,17;Wytulozhuparaelo
12;431,92;Jotuxanusalyvi
60;270,27;Pujilekatu
36;220,54;Jaesilidily
81;834,85;Lokuwae
80;838,33;Fowishekucae
89;406,47;SHivubuquhesi
91;542,62;Vajyvabaedaerurae
55;976,80;Bapunanaxycemi
76;585,60;Raefubaqae
33;867,18;Qaenohowu
75;34,61;Veshyshitytivu
21;808,37;Kogifuzhalo
67;139,02;Vyvaelozhokoke
83;590,04;Luhive
90;364,64;Vysiko
48;637,28;Nuvabiceso
90;706,96;Haexaxumomovani
57;398,31;Vyqere
21;210,46;Pozhyhyli
79;283,50;Kujitywiwy
60;987,91;Teshagitilylo
56;92,54;Dilihezhivae
86;105,58;Fuquxashy
49;556,88;SHazhecewiqe
75;645,38;Pemaegyhosyqehu
52;870,21;Tafylanexa
96;32,09;ZHotodijevegyho
38;767,67;Capolycijysuzha
93;425,04;Kifararixeba
72;552,84;ZHyzhaeshybekae
70;320,41;Labaesolijy
83;606,37;Vaetuzhyke
52;594,15;Risiguli
75;292,16;Lurypalyqy
54;170,97;Lyremale
46;537,59;Faelylumi
1;986,49;Gegexaje
76;371,17;Lokafo
38;379,47;Jubokydakigaena
32;84,07;Cushidyqapinova
94;912,98;ZHuzhina
30;181,01;Hegyluhanu
45;455,65;Medepepezhi
50;27,26;Kogylilerajawa
6;504,74;Jabozholishewosho
69;803,37;Vazhaekiqimoci
95;737,36;Hejopemy
36;504,84;Haxadamaecaeko
59;25,22;Wyhaezholuhe
46;695,42;Goluci
31;160,78;Pymetovovudivy
32;386,56;SHikyvo
77;546,34;Xotyzhashazhuhi
20;489,14;Sixaerylicoxa
16;651,23;Tiriloxohe
12;555,06;Cijaefumynanu
88;522,06;Natosiwoxyka
12;795,99;Bipyfi
26;867,94;Kunecaenifyzhae
66;638,36;Paesodevae
7;99,03;Qodavebae
88;862,49;Vinobete
91;333,28;Lyxazhaelevehi
65;842,76;Bosufa
40;690,71;Lahyvoshoraefydy
40;826,52;Nygyhacoteshini
79;683,93;Migyle
16;57,41;Saewyxujae
51;524,05;Qeshuzhae
63;829,66;Qapaelu
4;254,91;Nefowato
95;305,28;Kuvelijixiqa
83;196,65;Wobulu
99;232,68;Vewaefogu
49;527,08;Caepokaeticeco
78;265,83;Kidabaje
91;805,78;Mymymy
30;581,34;Tygapicaefide
19;742,43;Copunaedoly
16;526,82;Falonewezhoqy
54;418,24;Vujihalelizho
77;732,42;Vimole
37;697,72;Makufugoshaegejo
87;435,17;Wosashewikujae
82;566,85;Todupyfina
56;715,27;Ruwumacanasi
7;40,21;Gifaevaekylepyvae
45;968,95;Jebecutidasijy
21;127,81;Bypiqywaewae
50;82,11;Saedokigedushe
47;520,42;Gowofuqumy
50;798,78;Neseshodyxihe
10;389,15;Lylocuruqivufy
46;222,31;Jaefuvyqafebaxi
38;799,62;Sixynemoke
68;833,40;SHewaguhybi
58;396,16;Nobisylo
54;509,46;Temybamaezhaepaca
39;269,48;Pafyxivi
95;565,31;Maenaraelubae
85;832,44;Dyshyvojume
9;591,47;Litemuhaebe
56;13,93;Kefyzhanetusazhe
85;360,95;Kaerykilaely
13;287,99;ZHumaelivolu
17;700,85;Caepife
45;287,46;Vuzhejaefarae
79;52,39;Sufako
42;620,25;Wexygaetygihe
79;902,96;Mewesulaezhe
58;237,16;Jaesuperujara
86;247,48;Xomecagaepovae
40;655,36;Cilaerevoshudi
54;210,29;Kadysi
19;44,69;Panylyvyjaha
51;201,63;Fuqutegevigebi
80;406,20;Hogakohy
29;526,78;Dymacaeja
75;786,00;Vanocu
48;480,64;Pobuhishero
54;456,24;Jejyshaenavae
65;693,88;Cudaelekyca
68;475,45;Denapezhaeha
93;535,01;Sijeje
53;941,62;Qoperoco
91;513,73;ZHaekulaexyky
71;197,27;Naeshaetovu
79;208,74;Saemihiremaemi
57;595,13;Mizhuly
57;610,63;Muteqebenynaexae
31;763,02;Rydasomudo
15;335,51;Rygudecyxuta
59;507,53;Jucukora
96;627,72;Raefumaegawygesu
2;731,73;Cuxigaekeshuzharae
36;475,94;Gepybucy
53;335,58;Qidulesu
20;972,14;Vykyne
54;328,05;Kocidataduna
91;52,09;SHelegiseno
69;155,80;ZHomenicopogaqo
23;216,43;Xibuwaele
62;206,63;Nupuha
28;420,67;Sebezheselyty
67;281,34;Qybesici
86;504,04;Memaqonae
29;468,93;Huwinidofi
85;533,98;Jyxosekyru
93;577,80;Kyshuwy
31;369,50;Wuraqulaefimyxa
1;270,58;Gishocadu
80;411,95;Naezhydigepiduwe
51;954,43;Taekaezheqaeshu
38;684,30;Numene
22;769,45;Tyfugijylaefa
75;940,45;Bejadejashijopo
73;96,49;Podukaewy
25;460,43;Junaqisu
22;505,75;Tihilae
79;425,30;Wigelake
62;387,07;Toshyfivashaebema
25;975,67;Dyqasa
8;316,11;Lyjajuxyraefo
29;448,47;Xyvaeluku
14;199,37;Haezhawy
18;830,31;Vuhupafoveli
14;39,68;Cycuwae
98;393,83;Fylagejycy
16;998,82;Megypaezhohenusy
43;841,92;Rabalevexo
71;929,16;Lotylaebylacaeje
46;276,70;Nelaejuse
74;354,93;Gashydypezhaxaedo
46;34,29;Kacepaemudaja
95;883,32;Gushyzhihigiseja
94;713,39;Vaeshaelotybu
15;790,76;ZHovypomokulopae
93;368,05;Ginilibaezhojyzha
26;989,73;Qinezho
6;709,71;Tunaviby
60;406,27;Laelany
36;790,28;Suwopetygulo
93;779,83;Rybaesharaebonele
29;324,91;Koshyfypekedo
43;195,35;Limofuwuzhae
6;170,21;Lilyduryshemu
77;698,72;Ryduwokagi
32;852,20;Roliworotejo
58;602,59;Dolaxelusi
97;917,20;Poshazhaexabazhi
33;521,36;Micabykinaeho
32;306,72;Powexo
52;235,62;SHikyfikae
73;541,10;Temaelo
38;599,94;Cifaekafi
64;300,93;Lugyxae
88;829,18;Duxalopego
26;130,24;Nibaeralae
36;591,70;Niganihany
44;649,08;Gejaera
11;811,40;Kahyzhisaerazhaqae
74;201,77;Sutyvyvace
95;7,24;SHymikakunaedepy
9;850,18;Wekocozhynegi
61;742,21;Belyvaevamae
50;508,58;Nutupyloshife
59;205,24;Gepomyme
39;158,18;Xaepaepydojazholy
46;531,87;Maekilyjeshime
11;888,93;Faesaevabiluvae
47;255,51;SHohunyhaehodu
87;589,02;Cikyhe
74;813,71;Luxazho
19;400,47;Jawubolelylifi
7;711,89;Kaesomujaere
82;538,83;ZHukyjumykupemi
9;247,56;Xuqukyvae
76;68,07;Fivyshy
46;7,55;Pomitedo
65;24,33;Beniraesaekedy
80;608,51;ZHenokoqaejigilu
57;431,80;Susabaenylo
57;62,51;Qixywae
36;626,28;Hyhaecykopyky
79;59,10;Qatumegowosishu
71;273,42;Soxecyryby
61;702,83;Polaebozhu
87;24,17;Wenazhokaelae
99;845,24;Facejykaezhovasy
78;204,12;Lazhilaejaevurola
9;686,00;Kazhuraejecaejae
36;529,07;Dojodaegyvae
9;569,47;Taewizhashoqoxae
97;27,13;Jesefaxyqa
37;425,38;Savody
51;146,76;Wishaehaexinu
64;847,97;Ranagilaqyrae
83;691,36;Dyzhyfi
56;443,93;Levibewufurae
16;553,19;Myhogybywymo
78;615,16;Hytilanuzhaeja
62;641,10;Paekakozhedaeti
15;170,49;Pevuhuhuxaxela
6;580,39;Bezhotuqu
75;700,21;Qudywelademo
1;632,43;Mydery
50;15,95;Xejishe
15;38,28;Xotawyhonyto
22;580,58;Nemaeshosegemi
55;256,50;Jimily
33;802,64;Kaetydaexuko
22;645,86;Rubixobixexa
33;371,46;SHacyfaketygokae
53;878,18;SHixojae
97;646,55;Folenaelyfeqixi
7;939,57;Faeshaesageru
86;535,41;Vuzhiwy
82;856,27;Cubadishaehepi
63;106,05;Xipekatoce
68;208,57;Xyteshotae
36;862,48;SHuqitijiqeso
5;880,10;Togula
31;547,17;Cirali
45;701,47;Cacotine
37;304,10;Tonyxaliha
32;435,98;Dylaxy
9;568,85;Qaekajaecadu
20;450,59;Dotabaewyshaelo
70;489,69;Jynilefo
58;932,88;Waenepuva
9;294,33;Kaenujatake
56;42,62;Baeguzhy
88;978,89;Hadalushyshiboxo
1;138,89;Capunahevameku
73;539,10;Voqebaepalo
44;296,25;Venyvahaelasosy
78;841,70;Teguwi
6;677,67;Lylyli
42;738,10;Mysaegekulae
23;779,58;Laemuqywusuxyshy
94;214,78;Feshiqaecy
80;221,97;Heqohutaesu
69;150,36;Gupohinyguzho
25;211,05;SHashaesilotuwe
17;170,41;Raeganaeqelibe
96;768,28;Lycylae
71;876,16;SHakikavo
57;137,93;Denesae
57;127,33;Hypilaewyluhu
82;51,32;Bisevarudywu
97;512,50;Bolupuvy
55;636,25;Lykishaesuwice
19;17,54;Pamepuzhishaeba
81;814,47;ZHyzhyculavy
85;396,27;Kaepaexaeny
36;387,07;SHegegi
91;786,49;Myvorexasy
84;297,22;Gicaxoka
31;510,05;Fabeha
36;982,92;Mahusonaejo
52;595,04;SHynuxy
5;981,88;Xogeve
95;313,82;Qafubaewaeqa
30;391,41;Bulucaecoqae
90;178,60;Pasaebire
14;724,25;Letuzho
33;53,92;Rymykifohycae
99;99,83;Bekytafi
64;234,00;Kygazhaekaeso
26;809,26;Jufyjy
74;266,09;Senizhicyjypula
70;615,67;Raenypalae
62;828,73;Gahilipifae
12;285,61;ZHynotaeshaeshae
63;732,63;Venazhegobupibae
84;215,01;Myhewavygy
45;281,77;Samuqinyqe
16;22,84;Nawave
73;913,15;Vojali
7;46,65;Bexishysha
55;482,33;Guzhedy
67;374,25;Fevypyna
98;323,04;Luvunaelaecyzhy
2;413,81;Hibagugyzhaeba
18;524,46;Qyfonelefepixe
12;136,24;Kynodyxexoni
52;11,22;Cuhogematezho
16;265,69;Canynaemuta
36;530,95;ZHyrulaesyvoluhy
61;396,86;Qitobaro
38;660,36;Sadipu
41;651,75;ZHivixaemaexaelo
93;947,03;SHaepinaeseniko
27;184,60;Synifoko
42;556,39;Nizheparo
41;5,46;Havepoju
80;670,33;Kaeqaequnelomo
78;25,85;Judyje
49;359,21;Jylaevytykymy
41;803,13;Maevasefyle
29;95,88;Magygozhyfe
19;378,56;Baemicyzhushe
66;188,92;Raeqavytu
67;566,97;Gyfafaezhushalewy
42;600,54;Kylohaexulaesapae
49;80,79;Pucyshosheshi
59;217,41;Lifozhaejago
37;260,22;Roseka
83;67,15;SHehifa
93;614,83;Vygoseliguwetu
45;579,67;Qykypuxe
88;57,55;Takaehaemybili
38;754,41;Mibamykujaelasi
35;777,27;Wutuxaemoca
86;764,66;Terewokenohatae
27;620,52;Fomiwesy
59;422,23;Gipulurupy
21;858,66;Lugylohunu
41;920,24;ZHicidyhaezhaerive
70;574,28;ZHulyqizhe
1;527,37;Luwoqaesu
3;288,58;Jobobonaelomi
20;299,16;Kelasulisaca
19;357,87;Loshicila
52;982,32;Vezhiho
94;384,70;Qobebishelami
24;658,98;Riqutimalewodo
26;403,45;Jikavaqalozho
96;272,00;Syjeqaeluwady
83;400,18;ZHepivy
36;639,64;Kecugaewurolu
63;185,04;Mupycunubipy
93;465,99;Paenishaexinyha
35;978,06;Satyxu
92;104,44;Roletu
51;630,17;Nudelacesa
49;839,20;Qahyfevy
53;222,93;Jobaegunimynu
64;526,28;SHimumu
22;228,42;Wurexu
4;397,73;ZHyfyjucozhamaetae
75;31,66;Cawexytyqoku
15;426,78;SHolisulahaelime
78;331,26;Silaezhu
65;347,63;Rakoni
16;119,14;Kegytetaeqipipa
73;387,12;Taxenocexufae
23;6,07;Fukaewiwa
36;624,77;Sakeraenufae
54;995,79;Kosuvisoru
62;57,39;Kaewuxaeshiroreja
55;45,96;Daequxigitijivi
36;820,66;Lymisaexy
11;24,47;Gytywecixepuho
91;261,32;Tujivykyge
39;182,76;Taeposhaevi
79;127,65;Ralaebehi
96;924,46;Myjabijegaemelu
93;748,49;Tunoxe
96;19,58;Vyraedaqasy
26;43,70;Vygyliluloshupu
34;308,16;Dokesale
51;996,38;Cyladetaejishe
25;59,34;Dycaesylo
73;237,85;Cosyvula
57;953,31;Buwaelaegero
60;740,74;Gezhahuzhuto
25;865,90;Mafunepaenuxu
71;745,15;Qesoxalora
86;132,49;Rirybuconabevu
78;396,79;Ledaevi
93;140,47;Toshesheshaejevoly
55;821,49;Bawyvykibytae
65;209,75;Pigokepujaefy
65;312,26;Vyqyciginatama
85;99,87;Cybufaekashaehy
18;79,03;Mynoxomo
85;264,51;Duhodolubamyhi
10;762,70;Vyvahi
42;536,59;Pobiko
17;390,12;Ryshyqata
82;59,65;Jaefeji
73;518,25;Sumaecy
20;151,98;Hymuvaery
21;424,30;Lelarofasae
51;581,75;Xaewolawoxu
64;592,74;Faelypyqyxu
35;736,18;Semobuwocu
66;913,97;Haedumopusaejae
38;439,00;Hekugocitashaexa
85;611,11;Xalohysahaehe
83;314,66;Nifytakaekofe
94;141,43;ZHyleshu
64;169,66;Tafutekae
82;681,03;Rabeloshokikae
47;744,04;Dykubo
2;935,16;Gehyhinesaxyfe
87;327,67;Firycuqaelaerae
18;304,76;SHitaewi
75;907,05;Bebatiqylu
31;307,92;Xapocumobunily
39;535,02;Kazhifybo
35;977,07;SHyquwaekuvae
87;229,50;Haeruhaehaepa
86;330,49;Levobo
90;754,97;Tajodyfibikae
40;556,01;Jaelihilusudaeku
56;115,06;Jinepejohoge
1;559,75;Vemuwaezha
57;205,38;Piliwysuwoxae
97;514,20;ZHitypalu
70;506,47;Relaequsybulidu
36;815,23;Lumeha
50;859,75;Laeqyqafykyce
10;152,78;ZHekyjydejediji
98;548,43;Cecaty
30;285,58;Jurare
45;508,33;Fevaenitae
38;689,79;Wubady
41;343,75;SHamimili
33;614,30;ZHolobohobafyqi
10;114,06;Lamarenopu
63;670,04;Fyjalaemokuru
74;145,59;Tahaxamuxyxae
63;520,48;ZHaesaemukata
55;292,77;Laenashecavaena
74;236,81;Sunijajae
80;700,14;Dushadegae
46;405,01;Qupaexory
26;915,01;Donimy
88;329,19;Jaejaekipemoqae
67;696,02;SHakipaluvyfo
11;173,05;Fyzhago
5;469,77;Magaecaegoshuvono
40;764,01;Ketaevujililyfy
15;596,53;ZHaerakuhapota
23;477,46;Ronemi
88;169,88;Vaedadi
12;218,32;Giweshune
37;312,46;Fadakaxo
88;710,55;Qaezholuzhitobo
7;986,14;Gaetaezhufishuty
15;884,22;Davyqagyry
8;290,98;Qolecovenozhae
56;950,89;Gufewibewudae
60;56,21;Jyxyloco
11;416,24;Lyxuxelula
93;820,62;Nyzhoku
30;832,55;Ceqaelae
33;243,52;Mylavigaelepae
79;218,34;Xaejyraludulula
52;53,41;Sijude
78;296,16;Mytulawy
25;890,53;Vysaxefy
35;41,58;Komizhusho
50;249,50;Nikaemefegaly
60;648,10;Qaecory
29;372,83;Daehulo
31;44,19;Qoqime
52;178,29;Duvicyve
26;853,80;Wywaferae
79;346,69;Pyjululaenashima
76;583,19;Kijabae
1;554,91;SHyficae
23;467,54;Fulazhura
84;661,59;Lamylo
60;351,69;Lakushyna
32;138,87;ZHiryfujozhaewi
91;925,65;Moshiludypo
95;640,75;Lutali
39;548,93;Gumedizha
16;56,04;Toshulibi
82;979,23;Taexojelihi
75;861,61;Nomevycimegovu
24;851,23;Pyheqehaqyvae
15;294,75;Fizhuni
15;571,90;Toqolaelupaezhaha
59;234,02;Caetyru
97;356,81;Lifaepi
11;308,45;Varaxoshydu
20;855,48;Hezhoco
16;67,32;Hiwoxocyce
33;644,30;Daexilecupe
97;824,33;Rigusaelyto
31;169,81;Vishemodaeleni
70;265,33;Belewi
9;725,22;Kohiwahu
91;686,48;Bolaegovivotaly
71;540,16;Paegishaelaetatixu
57;553,93;Rupujejafexu
11;556,64;Caejurobi
60;159,26;SHetydo
55;189,76;Kufaejemigaryzhu
42;660,81;Gaetypaewycaema
58;446,56;ZHipewuryhu
51;780,80;SHaevykiso
21;654,94;SHuhymedasilae
95;535,93;ZHapihytae
8;598,30;Jehilumo
53;616,35;Qoshivolulacuco
26;356,25;Narine
6;512,00;Muceguki
71;135,46;Byguho
38;216,90;Taerohipuzhyda
93;943,35;Lebyvaenefarae
37;347,26;Nelobeha
48;355,26;Lucuxyshuni
49;6,76;Jozhami
93;33,13;Nunyrushaevae
52;984,40;Gemopy
4;387,18;Lefikisyqalaece
78;204,49;Wataepaepa
28;868,89;Peqirashylura
92;656,00;Risaenaepurybebo
15;354,84;Kenytu
40;583,33;Lasesylaetyqishae
19;781,24;Jobumy
70;186,14;Bixaekacedifu
71;367,93;Lytaexaeremaxi
51;51,58;Xalaedaporibo
56;207,19;Lopulabecaeqaemy
38;883,94;Dopyredaekaeho
47;847,78;Mikysokary
69;996,35;Lysohatuvebicy
79;661,04;Kelutyfo
68;58,37;Qilesharae
46;254,81;Kiruqezhaeli
5;292,05;Poqikajy
85;95,65;Deqyniji
50;585,15;Xaejigybimaja
37;718,50;Cudonixiragehe
84;782,97;Fiqorozhucaefako
86;684,12;Labujomowe
40;503,20;Qelaraewihybashi
22;0,86;Qebimyhiko
30;407,48;Lakyqimuho
67;509,22;Byruro
53;266,60;Qaripisy
45;806,51;Muqobo
90;795,57;Naexymojymicowa
17;55,58;Kyvulaty
59;599,33;Vyjasaqeryqaela
61;53,57;Tuqaexo
82;266,06;Jeholami
14;191,65;Paxaemisheru
